
crawling_result
(20190207, 'chosun', 89, 14, 15.73)
(20190207, 'khan', 84, 18, 21.43)
(20190207, 'munhwa', 135, 29, 21.48)
(20190207, 'kmib', 102, 29, 28.43)
(20190208, 'chosun', 88, 11, 12.5)
(20190208, 'khan', 90, 20, 22.22)
(20190208, 'kmib', 110, 41, 37.27)
(20190208, 'munhwa', 150, 46, 30.67)
(20190208, 'seoul', 98, 31, 31.63)
(20190208, 'mk', 71, 21, 29.58)
